date,store,day_of_week,is_weekend,month,temp_c,customers,hot_drinks,iced_drinks,pastries,revenue,staff_on_shift,avg_rating,promo
2025-06-01,Chatswood,Sunday,True,Jun,15.1,122,73,14,45,678.09,3,4.26,yes
2025-06-02,Chatswood,Monday,False,Jun,22.4,95,24,40,23,435.7,2,4.35,no
2025-06-03,Chatswood,Tuesday,False,Jun,11.8,95,64,5,33,521.29,2,4.11,no
2025-06-04,Chatswood,Wednesday,False,Jun,16.8,96,37,17,40,535.93,2,4.18,no
2025-06-05,Chatswood,Thursday,False,Jun,16.1,99,54,15,50,642.94,2,3.9,yes
2025-06-06,Chatswood,Friday,False,Jun,18.6,97,33,35,37,559.75,3,4.26,no
2025-06-07,Chatswood,Saturday,True,Jun,14.2,125,66,25,69,871.71,2,4.61,no
2025-06-08,Chatswood,Sunday,True,Jun,12.3,127,73,9,44,645.36,2,4.56,no
2025-06-09,Chatswood,Monday,False,Jun,14.4,102,58,22,52,672.36,3,4.28,no
2025-06-10,Chatswood,Tuesday,False,Jun,14.3,111,49,28,47,675.58,3,4.59,no
2025-06-11,Chatswood,Wednesday,False,Jun,11.3,101,52,10,33,458.65,2,3.84,no
2025-06-12,Chatswood,Thursday,False,Jun,15.5,80,41,21,32,486.31,2,4.06,no
2025-06-13,Chatswood,Friday,False,Jun,14.6,96,57,7,34,507.92,3,4.57,no
2025-06-14,Chatswood,Saturday,True,Jun,16.3,112,80,8,43,662.63,3,4.43,no
2025-06-15,Chatswood,Sunday,True,Jun,14.9,121,42,20,47,560.8,2,4.3,yes
2025-06-16,Chatswood,Monday,False,Jun,19.6,73,16,24,13,288.07,2,4.38,no
2025-06-17,Chatswood,Tuesday,False,Jun,17.2,92,36,18,32,469.36,2,4.23,no
2025-06-18,Chatswood,Wednesday,False,Jun,12.0,72,58,1,37,523.02,2,4.27,no
2025-06-19,Chatswood,Thursday,False,Jun,13.1,99,58,13,30,569.94,2,4.49,no
2025-06-20,Chatswood,Friday,False,Jun,12.2,94,68,0,30,515.89,2,4.29,no
2025-06-21,Chatswood,Saturday,True,Jun,16.2,106,50,25,47,632.71,2,4.09,no
2025-06-22,Chatswood,Sunday,True,Jun,16.5,130,63,23,48,685.38,3,4.0,no
2025-06-23,Chatswood,Monday,False,Jun,11.4,102,67,0,44,547.3,2,4.34,no
2025-06-24,Chatswood,Tuesday,False,Jun,16.4,87,42,18,39,526.99,2,4.4,no
2025-06-25,Chatswood,Wednesday,False,Jun,16.4,104,45,29,45,616.37,2,4.04,no
2025-06-26,Chatswood,Thursday,False,Jun,15.6,76,27,10,22,270.52,2,4.25,no
2025-06-27,Chatswood,Friday,False,Jun,16.9,91,41,22,30,443.53,2,4.1,no
2025-06-28,Chatswood,Saturday,True,Jun,12.0,115,53,14,32,543.43,3,4.52,no
2025-06-29,Chatswood,Sunday,True,Jun,9.9,130,67,11,52,702.44,4,4.63,no
2025-06-30,Chatswood,Monday,False,Jun,12.8,80,38,8,36,433.49,2,4.02,no
2025-07-01,Chatswood,Tuesday,False,Jul,12.5,90,58,4,33,532.63,2,4.85,yes
2025-07-02,Chatswood,Wednesday,False,Jul,20.5,85,34,40,21,514.11,3,4.4,no
2025-07-03,Chatswood,Thursday,False,Jul,14.5,103,45,15,33,491.76,2,4.31,no
2025-07-04,Chatswood,Friday,False,Jul,12.6,86,56,7,34,520.12,2,4.33,no
2025-07-05,Chatswood,Saturday,True,Jul,8.5,139,93,0,60,806.9,3,3.61,no
2025-07-06,Chatswood,Sunday,True,Jul,13.1,123,77,14,52,735.68,4,4.16,no
2025-07-07,Chatswood,Monday,False,Jul,13.6,92,42,16,35,474.59,2,4.51,no
2025-07-08,Chatswood,Tuesday,False,Jul,15.1,83,38,16,42,517.64,2,4.36,no
2025-07-09,Chatswood,Wednesday,False,Jul,13.9,74,34,6,40,426.76,2,4.55,no
2025-07-10,Chatswood,Thursday,False,Jul,16.0,84,23,19,31,389.58,2,4.37,no
2025-07-11,Chatswood,Friday,False,Jul,12.4,56,26,4,36,352.45,2,3.49,no
2025-07-12,Chatswood,Saturday,True,Jul,10.1,130,73,11,50,696.01,3,4.48,no
2025-07-13,Chatswood,Sunday,True,Jul,12.6,107,48,21,34,605.26,2,4.25,no
2025-07-14,Chatswood,Monday,False,Jul,10.4,101,69,3,28,525.0,2,4.19,no
2025-07-15,Chatswood,Tuesday,False,Jul,16.5,87,48,19,24,517.67,2,4.48,yes
2025-07-16,Chatswood,Wednesday,False,Jul,14.7,79,44,13,26,471.34,2,4.72,no
2025-07-17,Chatswood,Thursday,False,Jul,17.1,81,38,15,44,531.64,2,4.62,no
2025-07-18,Chatswood,Friday,False,Jul,16.2,97,49,23,25,514.19,2,4.3,no
2025-07-19,Chatswood,Saturday,True,Jul,11.4,110,55,15,42,637.59,3,4.58,no
2025-07-20,Chatswood,Sunday,True,Jul,14.6,129,72,20,45,708.61,3,4.15,no
2025-07-21,Chatswood,Monday,False,Jul,12.6,100,63,5,35,489.24,2,3.67,no
2025-07-22,Chatswood,Tuesday,False,Jul,12.1,89,37,8,30,421.54,2,4.2,no
2025-07-23,Chatswood,Wednesday,False,Jul,12.9,70,24,9,19,296.11,2,4.12,no
2025-07-24,Chatswood,Thursday,False,Jul,12.4,88,43,15,18,408.58,2,4.61,no
2025-07-25,Chatswood,Friday,False,Jul,13.0,90,40,2,31,383.15,3,4.11,no
2025-07-26,Chatswood,Saturday,True,Jul,11.0,107,49,8,47,510.74,4,4.26,no
2025-07-27,Chatswood,Sunday,True,Jul,9.1,118,79,0,39,599.72,3,4.56,no
2025-07-28,Chatswood,Monday,False,Jul,15.9,94,38,15,42,514.41,2,4.28,no
2025-07-29,Chatswood,Tuesday,False,Jul,15.4,78,29,6,25,306.08,2,4.59,no
2025-07-30,Chatswood,Wednesday,False,Jul,11.3,94,58,6,37,517.12,3,4.49,no
2025-07-31,Chatswood,Thursday,False,Jul,14.5,79,45,12,34,439.36,2,3.97,no
2025-08-01,Chatswood,Friday,False,Aug,15.1,69,45,6,29,361.77,2,4.13,yes
2025-08-02,Chatswood,Saturday,True,Aug,10.5,118,72,2,47,676.42,3,4.37,no
2025-08-03,Chatswood,Sunday,True,Aug,14.3,121,68,15,39,620.12,3,4.58,no
2025-08-04,Chatswood,Monday,False,Aug,6.2,99,62,0,50,554.98,2,3.75,no
2025-08-05,Chatswood,Tuesday,False,Aug,15.5,76,44,8,19,346.45,2,4.41,no
2025-08-06,Chatswood,Wednesday,False,Aug,12.3,83,49,0,15,287.55,2,4.32,no
2025-08-07,Chatswood,Thursday,False,Aug,16.1,87,35,21,27,486.94,2,4.61,no
2025-08-08,Chatswood,Friday,False,Aug,15.2,71,35,15,7,282.62,2,4.57,no
2025-08-09,Chatswood,Saturday,True,Aug,12.2,115,61,3,45,557.76,3,4.34,no
2025-08-10,Chatswood,Sunday,True,Aug,13.4,122,46,30,47,653.14,3,4.42,no
2025-08-11,Chatswood,Monday,False,Aug,14.2,88,48,12,45,567.02,2,4.36,no
2025-08-12,Chatswood,Tuesday,False,Aug,12.4,99,44,6,31,427.22,2,4.1,no
2025-08-13,Chatswood,Wednesday,False,Aug,11.6,74,24,2,31,305.01,2,4.55,yes
2025-08-14,Chatswood,Thursday,False,Aug,14.0,57,25,9,26,339.26,2,3.95,no
2025-08-15,Chatswood,Friday,False,Aug,16.2,96,40,17,33,452.82,2,4.39,yes
2025-08-16,Chatswood,Saturday,True,Aug,15.2,124,64,17,36,573.46,3,3.79,no
2025-08-17,Chatswood,Sunday,True,Aug,20.0,130,53,45,47,776.55,4,4.24,no
2025-08-18,Chatswood,Monday,False,Aug,15.9,85,30,24,24,414.38,3,4.55,no
2025-08-19,Chatswood,Tuesday,False,Aug,14.6,90,53,9,29,475.3,2,4.38,no
2025-08-20,Chatswood,Wednesday,False,Aug,16.9,91,48,16,31,509.6,3,4.17,no
2025-08-21,Chatswood,Thursday,False,Aug,14.8,87,37,27,23,474.43,2,4.97,no
2025-08-22,Chatswood,Friday,False,Aug,12.0,95,52,5,34,451.37,2,3.7,no
2025-08-23,Chatswood,Saturday,True,Aug,16.4,139,71,30,46,816.23,4,4.4,no
2025-08-24,Chatswood,Sunday,True,Aug,15.1,135,82,17,42,710.64,3,4.49,no
2025-08-25,Chatswood,Monday,False,Aug,18.6,75,38,21,31,511.81,2,4.23,no
2025-08-26,Chatswood,Tuesday,False,Aug,10.6,97,62,0,42,526.71,3,4.13,no
2025-08-27,Chatswood,Wednesday,False,Aug,15.0,71,42,1,41,462.77,2,4.53,no
2025-08-28,Chatswood,Thursday,False,Aug,14.8,103,46,19,73,757.41,2,4.52,no
2025-08-29,Chatswood,Friday,False,Aug,12.5,110,49,15,27,474.82,2,4.66,no
2025-08-30,Chatswood,Saturday,True,Aug,18.6,107,51,22,29,526.36,2,3.62,no
2025-08-31,Chatswood,Sunday,True,Aug,16.5,95,43,12,44,545.39,3,4.03,no
2025-09-01,Chatswood,Monday,False,Sep,16.3,73,32,18,21,353.42,2,4.44,yes
2025-09-02,Chatswood,Tuesday,False,Sep,16.9,85,35,17,38,486.85,2,4.32,no
2025-09-03,Chatswood,Wednesday,False,Sep,14.4,83,50,9,27,443.17,2,4.73,no
2025-09-04,Chatswood,Thursday,False,Sep,21.9,74,21,26,29,434.92,3,4.63,no
2025-09-05,Chatswood,Friday,False,Sep,16.7,90,49,16,36,521.1,2,4.5,no
2025-09-06,Chatswood,Saturday,True,Sep,19.3,129,41,31,49,641.43,2,4.08,no
2025-09-07,Chatswood,Sunday,True,Sep,15.9,141,50,33,57,795.27,2,3.92,no
2025-09-08,Chatswood,Monday,False,Sep,15.2,108,70,14,28,555.32,3,4.45,no
2025-09-09,Chatswood,Tuesday,False,Sep,20.7,110,33,49,49,725.09,3,3.65,no
2025-09-10,Chatswood,Wednesday,False,Sep,16.3,84,22,27,24,375.19,2,4.05,no
2025-09-11,Chatswood,Thursday,False,Sep,19.2,65,42,6,28,353.13,2,3.96,no
2025-09-12,Chatswood,Friday,False,Sep,13.8,82,41,14,40,514.36,2,4.37,no
2025-09-13,Chatswood,Saturday,True,Sep,20.8,139,66,54,60,1018.92,4,4.55,no
2025-09-14,Chatswood,Sunday,True,Sep,18.1,142,53,31,47,745.21,3,4.07,no
2025-09-15,Chatswood,Monday,False,Sep,18.6,89,30,32,42,551.91,2,5.0,yes
2025-09-16,Chatswood,Tuesday,False,Sep,17.1,89,28,27,29,447.94,2,3.92,no
2025-09-17,Chatswood,Wednesday,False,Sep,18.1,92,40,23,14,443.96,2,4.54,no
2025-09-18,Chatswood,Thursday,False,Sep,17.4,96,35,33,31,555.27,2,4.06,no
2025-09-19,Chatswood,Friday,False,Sep,17.1,75,28,22,29,430.99,2,4.12,no
2025-09-20,Chatswood,Saturday,True,Sep,20.3,139,57,44,56,846.49,3,3.85,no
2025-09-21,Chatswood,Sunday,True,Sep,16.0,110,53,25,45,650.68,3,4.56,no
2025-09-22,Chatswood,Monday,False,Sep,17.6,109,40,20,29,506.02,2,4.13,no
2025-09-23,Chatswood,Tuesday,False,Sep,18.0,80,52,8,30,499.3,2,4.46,no
2025-09-24,Chatswood,Wednesday,False,Sep,20.3,87,33,32,23,484.23,2,4.11,yes
2025-09-25,Chatswood,Thursday,False,Sep,21.2,105,21,37,46,629.73,2,4.06,no
2025-09-26,Chatswood,Friday,False,Sep,19.6,102,58,27,47,679.45,3,4.27,no
2025-09-27,Chatswood,Saturday,True,Sep,20.1,125,44,42,41,691.8,3,4.42,no
2025-09-28,Chatswood,Sunday,True,Sep,15.3,134,73,24,57,820.11,3,3.91,no
2025-09-29,Chatswood,Monday,False,Sep,24.3,99,39,40,34,663.66,2,3.98,no
2025-09-30,Chatswood,Tuesday,False,Sep,17.8,101,47,25,35,606.87,2,4.37,no
2025-10-01,Chatswood,Wednesday,False,Oct,20.6,87,44,27,36,558.25,3,3.9,yes
2025-10-02,Chatswood,Thursday,False,Oct,14.6,82,48,2,31,407.53,2,4.02,no
2025-10-03,Chatswood,Friday,False,Oct,15.2,101,48,20,42,547.35,3,4.45,no
2025-10-04,Chatswood,Saturday,True,Oct,15.1,128,45,22,45,601.94,2,4.4,no
2025-10-05,Chatswood,Sunday,True,Oct,19.3,122,39,41,51,755.73,3,4.41,yes
2025-10-06,Chatswood,Monday,False,Oct,22.6,76,27,19,23,398.75,3,4.47,no
2025-10-07,Chatswood,Tuesday,False,Oct,19.7,87,51,17,38,558.68,2,4.02,no
2025-10-08,Chatswood,Wednesday,False,Oct,20.8,106,34,37,29,552.31,3,4.86,no
2025-10-09,Chatswood,Thursday,False,Oct,22.3,85,6,34,26,337.64,3,4.19,no
2025-10-10,Chatswood,Friday,False,Oct,21.2,78,35,31,31,544.71,2,4.46,no
2025-10-11,Chatswood,Saturday,True,Oct,17.2,117,62,23,56,749.18,3,3.64,no
2025-10-12,Chatswood,Sunday,True,Oct,18.5,138,63,45,59,935.3,4,4.17,no
2025-10-13,Chatswood,Monday,False,Oct,20.9,79,33,31,33,517.8,2,4.26,no
2025-10-14,Chatswood,Tuesday,False,Oct,22.8,100,41,37,53,701.94,2,3.78,no
2025-10-15,Chatswood,Wednesday,False,Oct,26.1,82,18,38,29,463.49,2,4.0,yes
2025-10-16,Chatswood,Thursday,False,Oct,22.7,106,18,46,52,676.59,3,4.07,no
2025-10-17,Chatswood,Friday,False,Oct,24.0,115,43,44,48,735.55,3,4.17,no
2025-10-18,Chatswood,Saturday,True,Oct,18.4,132,58,33,42,640.29,4,4.51,no
2025-10-19,Chatswood,Sunday,True,Oct,22.5,133,48,50,63,872.81,2,4.82,no
2025-10-20,Chatswood,Monday,False,Oct,23.4,94,34,42,37,604.59,2,4.34,no
2025-10-21,Chatswood,Tuesday,False,Oct,18.5,95,34,29,38,550.86,3,4.78,no
2025-10-22,Chatswood,Wednesday,False,Oct,23.8,101,32,44,19,534.5,2,4.19,no
2025-10-23,Chatswood,Thursday,False,Oct,24.6,91,27,38,25,541.95,3,4.26,no
2025-10-24,Chatswood,Friday,False,Oct,25.3,84,26,44,33,543.57,2,3.67,no
2025-10-25,Chatswood,Saturday,True,Oct,22.8,117,55,39,31,694.91,3,4.65,no
2025-10-26,Chatswood,Sunday,True,Oct,23.9,144,36,60,37,731.3,4,4.73,no
2025-10-27,Chatswood,Monday,False,Oct,26.0,108,21,56,47,682.01,2,4.52,no
2025-10-28,Chatswood,Tuesday,False,Oct,23.7,110,37,55,41,752.76,2,4.32,no
2025-10-29,Chatswood,Wednesday,False,Oct,26.9,97,24,54,38,635.98,2,4.28,no
2025-10-30,Chatswood,Thursday,False,Oct,26.8,106,21,58,26,594.84,2,4.36,no
2025-10-31,Chatswood,Friday,False,Oct,25.2,114,27,50,51,693.29,2,4.15,no
2025-11-01,Chatswood,Saturday,True,Nov,27.3,132,30,74,36,774.54,2,4.24,yes
2025-11-02,Chatswood,Sunday,True,Nov,19.6,116,58,30,49,725.09,3,4.24,no
2025-11-03,Chatswood,Monday,False,Nov,20.7,75,26,13,25,365.94,2,4.22,no
2025-11-04,Chatswood,Tuesday,False,Nov,25.4,87,22,44,34,578.18,2,4.51,no
2025-11-05,Chatswood,Wednesday,False,Nov,26.1,80,28,26,33,487.8,2,4.52,no
2025-11-06,Chatswood,Thursday,False,Nov,23.7,95,37,34,40,614.7,2,4.92,no
2025-11-07,Chatswood,Friday,False,Nov,25.3,111,17,62,33,679.55,3,4.52,no
2025-11-08,Chatswood,Saturday,True,Nov,27.0,117,47,53,33,731.02,3,4.38,no
2025-11-09,Chatswood,Sunday,True,Nov,24.1,139,58,57,51,955.71,3,4.62,no
2025-11-10,Chatswood,Monday,False,Nov,25.9,83,21,43,34,539.97,2,4.02,no
2025-11-11,Chatswood,Tuesday,False,Nov,28.0,94,20,44,25,464.63,2,4.1,yes
2025-11-12,Chatswood,Wednesday,False,Nov,30.5,108,14,74,42,735.78,2,3.84,no
2025-11-13,Chatswood,Thursday,False,Nov,27.2,123,19,63,42,723.53,2,4.14,no
2025-11-14,Chatswood,Friday,False,Nov,26.5,103,27,51,50,741.66,2,4.43,no
2025-11-15,Chatswood,Saturday,True,Nov,26.3,138,56,69,54,1003.45,4,4.05,yes
2025-11-16,Chatswood,Sunday,True,Nov,26.9,148,38,76,48,918.29,3,4.58,no
2025-11-17,Chatswood,Monday,False,Nov,26.1,112,29,48,49,713.41,2,4.09,no
2025-11-18,Chatswood,Tuesday,False,Nov,25.3,102,34,46,38,666.23,2,4.4,no
2025-11-19,Chatswood,Wednesday,False,Nov,28.7,104,24,56,50,731.14,2,4.73,no
2025-11-20,Chatswood,Thursday,False,Nov,28.8,90,26,45,52,646.32,2,4.45,no
2025-11-21,Chatswood,Friday,False,Nov,24.9,110,28,51,41,662.83,3,4.11,no
2025-11-22,Chatswood,Saturday,True,Nov,25.6,139,30,72,43,833.67,4,4.19,no
2025-11-23,Chatswood,Sunday,True,Nov,25.6,151,27,75,61,924.5,3,4.09,no
2025-11-24,Chatswood,Monday,False,Nov,26.0,102,35,55,48,793.91,3,4.24,no
2025-11-25,Chatswood,Tuesday,False,Nov,30.2,96,8,58,40,651.08,2,4.54,no
2025-11-26,Chatswood,Wednesday,False,Nov,28.2,95,36,36,40,629.75,3,4.55,no
2025-11-27,Chatswood,Thursday,False,Nov,26.4,133,38,58,46,820.82,3,4.45,no
2025-11-28,Chatswood,Friday,False,Nov,26.8,112,22,54,44,668.26,2,4.39,no
2025-11-29,Chatswood,Saturday,True,Nov,28.1,152,35,81,52,964.62,4,4.07,no
2025-11-30,Chatswood,Sunday,True,Nov,32.4,119,21,85,32,764.27,2,4.67,no
2025-12-01,Chatswood,Monday,False,Dec,28.5,103,40,56,41,736.41,2,4.47,yes
2025-12-02,Chatswood,Tuesday,False,Dec,25.9,104,22,46,31,580.97,2,3.84,no
2025-12-03,Chatswood,Wednesday,False,Dec,27.9,69,3,30,20,377.38,3,4.37,no
2025-12-04,Chatswood,Thursday,False,Dec,25.9,93,35,46,35,676.28,2,3.73,no
2025-12-05,Chatswood,Friday,False,Dec,25.7,113,38,57,34,716.48,3,4.4,yes
2025-12-06,Chatswood,Saturday,True,Dec,31.4,133,24,78,48,852.16,2,4.52,no
2025-12-07,Chatswood,Sunday,True,Dec,31.5,147,19,97,52,985.99,2,4.35,no
2025-12-08,Chatswood,Monday,False,Dec,33.7,109,17,72,37,769.68,3,4.33,no
2025-12-09,Chatswood,Tuesday,False,Dec,30.7,105,16,64,26,583.89,2,3.85,no
2025-12-10,Chatswood,Wednesday,False,Dec,33.7,103,6,76,51,784.26,3,4.61,no
2025-12-11,Chatswood,Thursday,False,Dec,34.2,92,16,64,34,672.55,3,4.23,no
2025-12-12,Chatswood,Friday,False,Dec,28.3,94,34,40,48,676.78,3,3.94,yes
2025-12-13,Chatswood,Saturday,True,Dec,29.3,147,36,85,69,1052.71,3,4.41,no
2025-12-14,Chatswood,Sunday,True,Dec,30.6,119,24,67,29,743.36,4,4.65,no
2025-12-15,Chatswood,Monday,False,Dec,32.0,100,1,64,46,650.23,2,4.07,yes
2025-12-16,Chatswood,Tuesday,False,Dec,31.1,85,0,50,27,456.47,2,4.08,no
2025-12-17,Chatswood,Wednesday,False,Dec,29.0,119,32,72,34,763.52,3,4.44,no
2025-12-18,Chatswood,Thursday,False,Dec,29.4,92,25,50,47,701.96,3,4.32,no
2025-12-19,Chatswood,Friday,False,Dec,32.4,93,15,67,44,740.19,2,4.18,no
2025-12-20,Chatswood,Saturday,True,Dec,23.9,130,40,51,40,701.35,3,4.12,no
2025-12-21,Chatswood,Sunday,True,Dec,30.1,138,23,87,51,958.16,4,4.24,no
2025-12-22,Chatswood,Monday,False,Dec,28.7,109,29,51,40,638.19,3,4.23,no
2025-12-23,Chatswood,Tuesday,False,Dec,27.8,108,23,65,42,739.3,3,4.65,no
2025-12-24,Chatswood,Wednesday,False,Dec,30.4,110,26,65,47,764.16,3,4.34,no
2025-12-25,Chatswood,Thursday,False,Dec,31.1,102,16,71,52,817.7,4,4.09,yes
2025-12-26,Chatswood,Friday,False,Dec,28.6,91,9,51,33,572.28,2,4.15,no
2025-12-27,Chatswood,Saturday,True,Dec,32.2,157,26,102,63,1099.11,4,4.37,no
2025-12-28,Chatswood,Sunday,True,Dec,29.1,141,24,82,50,897.86,2,4.14,no
2025-12-29,Chatswood,Monday,False,Dec,29.4,96,28,52,47,735.05,2,4.38,no
2025-12-30,Chatswood,Tuesday,False,Dec,32.0,112,19,71,49,818.12,2,4.09,no
2025-12-31,Chatswood,Wednesday,False,Dec,29.8,97,24,57,24,581.67,2,3.86,no
